gene	uniprot_accession
SETDB1	X6R732
SETDB1	X6RHV1
MOS	P00540
PSMA8	Q8TAA3
PSMA8	A0A087WYS6
PSMA8	B0YJ74
PSMA8	F5GY34
PSMA8	Q4G1B8
GALNT9	Q9HCQ5
GALNT9	B2RXG6
GALNT9	F5H317
GALNT9	F5H557
GALNT9	H3BM10
GALNT9	J3KNN1
GALNT9	Q68VJ2
CFC1B	P0CG36
CFC1B	A0A087WWE4
CFC1B	A0A087X0G3
CTAG1A	P78358
CTAG1A	A0A0A0MTT5
NRTN	Q99748
KCNG4	Q8TDN1
KCNG4	Q32MC1
KCNG4	Q547S7
OR10H2	O60403
OR10H2	A0A126GW39
OR10H2	A0A126GWJ7
MUCL1	Q96DR8
MUCL1	A0A087WWF8
MUCL1	F8VV13
PDIA2	Q13087
PDIA2	A4L733
PDIA2	H0Y4J5
PDIA2	Q4TT65
PDIA2	Q4TT66
CT45A1	Q5HYN5
KRTAP7-1	Q8IUC3
CEACAM7	Q14002
CEACAM7	A0A0A0MTT6
CEACAM7	A0A0G2JRA8
APOH	P02749
APOH	A0A384NKM6
APOH	J3KS17
APOH	J3QLI0
APOH	J3QRN2
FAM47B	Q8NA70
UTS2R	Q9UKP6
ZPLD1	Q8TCW7
RTL8A	Q9BWD3
DPEP3	Q9H4B8
DPEP3	A0A140VK16
DPEP3	A0A5F9ZHB4
GDPD4	Q6W3E5
SFRP5	Q5T4F7
TAC3	Q9UHF0
TAC3	A0A024RB36
TAC3	A0A024RB47
TAC3	A0A024RB97
TAC3	Q2UVB8
TAC3	Q334E7
CCDC116	Q8IYX3
CCDC116	C9JW89
MENT	Q9BUN1
PSG3	Q16557
PSG3	M0QX68
PSG3	M0QXP2
IZUMO1	Q8IYV9
IZUMO1	M0R0B8
GRIA3	P42263
GRIA3	A0A087WYJ6
GRIA3	Q17R51
GRIA3	Q5XKG2
GRIA3	Q9P0H2
SCN2B	O60939
SCN2B	A0A590UJS3
SCN2B	Q5U0K8
MT1B	P07438
MT1B	H3BR34
PIRT	P0C851
MEOX1	P50221
DCST1	Q5T197
DCST1	E9PJX3
ACTL8	Q9H568
SAGE1	Q9NXZ1
SAGE1	B7ZM42
SAGE1	F5H2Z8
CTAG2	O75638
CTAG2	A4FUI5
CCL17	Q92583
MAGEA4	P43358
MAGEA4	A0A024RC12
MAGEA4	C9J9C2
MAGEA4	C9JIR1
MAGEA4	C9JK50
MAGEA4	C9JZJ5
MAGEA4	Q1RN33
MAGEA4	Q4V9T5
PRDM16	Q9HAZ2
PRDM16	D6RDW0
PRDM16	D6RFY3
PRDM16	H0YA13
PRDM16	L8E8P9
PRDM16	U3KQL6
MAGEB1	P43366
UMODL1	Q5DID0
UMODL1	H0Y3S4
UMODL1	H0Y856
UMODL1	H0Y880
UMODL1	H0Y887
UMODL1	H0Y898
UMODL1	H0Y8E5
UMODL1	Q6L9N1
UMODL1	Q6L9N2
UMODL1	Q6L9N3
UMODL1	Q6L9N4
UMODL1	Q6L9N5
UMODL1	Q6L9N6
UMODL1	Q6L9N7
UMODL1	Q6L9N8
UMODL1	Q6L9N9
LGALS12	A0A6Q8JG94
LGALS12,GRIP1	Q96DT0
GRIP1	Q9Y3R0
GRIP1	A0A2R8Y6S7
GRIP1	F5H3F9
GRIP1	F5H3G9
GRIP1	F5H424
GRIP1	F5H4M4
GRIP1	F5H4N6
GRIP1	F5H4P8
GRIP1	F5H4Q7
GRIP1	F5H5I0
GRIP1	H0YFK8
GRIP1	H0YFY3
GRIP1	H0YGF1
GRIP1	H0YGM4
LGALS12,GRIP1	Q9NZ03
GPR158	Q5T848
GPR158	A0A3B3IUC3
KIR2DL1	P43626
KIR2DL1	A0A0C4ZNX3
KIR2DL1	A0A0G2JND8
KIR2DL1	A0A0G2JNM5
KIR2DL1	A0A0G2JPY8
KIR2DL1	A0A0G2JQ05
KIR2DL1	A0A0G2JQ06
KIR2DL1	A0A0G2JQ35
KIR2DL1	A0A191URH2
KIR2DL1	A0A191URJ7
KIR2DL1	A0A1B5BA00
KIR2DL1	A0A1B5BA03
KIR2DL1	A0A1B5BA04
KIR2DL1	A0A1W2PRZ1
KIR2DL1	A0A2I2JL10
KIR2DL1	A0A2I2JL20
KIR2DL1	A0A2R8A5L3
KIR2DL1	A0A2R8A5M1
KIR2DL1	A0A2R8A5N3
KIR2DL1	A0A2R8A5N5
KIR2DL1	A0A376A8M1
KIR2DL1	A0A376A8U5
KIR2DL1	A0A5J6VPP5
KIR2DL1	A0A5K1VDZ0
KIR2DL1	A0A6G6CYT7
KIR2DL1	A0A6G6CYT8
KIR2DL1	A0A6G6CYU1
KIR2DL1	A0A7D5CA51
KIR2DL1	C6ZNL3
KIR2DL1	C6ZNL4
KIR2DL1	C6ZNL5
KIR2DL1	C6ZNL6
KIR2DL1	C6ZNL7
KIR2DL1	E0X064
KIR2DL1	E0X066
KIR2DL1	E7BWR8
KIR2DL1	E7BWS0
KIR2DL1	E7BWS1
KIR2DL1	E7BWS2
KIR2DL1	E7BWS3
KIR2DL1	K7R1R8
KIR2DL1	Q1KMT8
KIR2DL1	Q6H2H1
KIR2DL1	Q6H2H2
KIR2DL1	Q6H2H3
KIR2DL1	Q6H2H4
TTR	P02766
TTR	A0A087WT59
TTR	A0A087WV45
TTR	E9KL36
TTR	Q13736
TTR	Q13739
TTR	V9GZJ0
KIR2DL3	P43628
KIR2DL3	A0A0C4ZLV8
KIR2DL3	A0A0G2JNW9
KIR2DL3	A0A0G2JPP8
KIR2DL3	A0A191URJ0
KIR2DL3	A0A2I2JL05
KIR2DL3	A0A2R4FYL5
KIR2DL3	A0A376A8J1
KIR2DL3	A0A376A8L8
KIR2DL3	A0A376A8S8
KIR2DL3	A0A376A8T5
KIR2DL3	A0A376A8U6
KIR2DL3	C6EVR6
KIR2DL3	C6EVR7
KIR2DL3	C6EVS1
KIR2DL3	C6EVS2
KIR2DL3	E3NZD3
KIR2DL3	E3NZD7
KIR2DL3	E3NZD8
KIR2DL3	K7QT48
KIR2DL3	Q32WE4
KIR2DL3	Q8N742
KIR2DL3	Q9UPI8
ASZ1	Q8WWH4
ASZ1	C9JP59
ASZ1	F8WDQ2
ASZ1	Q49AP3
POLR2C	P19387
POLR2C	H3BRR2
POLR2C	Q6FGR6
TUBB2B	Q9BVA1
TUBB2B	A0A024QZU2
TUBB2B	A1L195
IL17A	Q16552
IL17A	Q6NZ94
SLC4A10	Q6U841
SLC4A10	C9J240
SLC4A10	E7EW28
SLC4A10	F8WDX9
SLC4A10	Q53SB3
SH3GL2	Q99962
SH3GL2	A7LBA6
SH3GL2	D3DRJ2
SH3GL2	Q3V638
SH3GL2	Q3V639
SH3GL2	Q8IZ09
CACNB2	Q08289
CACNB2	A0A087WUH4
CACNB2	A0A087WVX5
CACNB2	A0A087WWJ0
CACNB2	A0A2R8Y555
CACNB2	A0A2R8Y7A6
CACNB2	A0A2R8YFX9
CACNB2	A0A2U3TZM7
CACNB2	A0A494C044
CACNB2	A0A494C0B2
CACNB2	A0A494C0C3
CACNB2	A0A494C0Z9
CACNB2	A0A494C184
CACNB2	A0A494C1Q6
CACNB2	A6PVM6
CACNB2	Q6TME0
PCSK2	P16519
LIPI	Q6XZB0
LIPI	A0A087WZG8
LIPI	A0A2Q2TCK2
LIPI	H0Y3S0
MSLN	Q13421
MSLN	H3BMA1
MSLN	H3BR90
MSLN	H3BUX1
MSLN	H3BV92
ANXA9	O76027
PLA2G2F	Q9BZM2
LRRC19	Q9H756
NANOS2	P60321
SLC16A9	Q7RTY1
CFHR3	Q02985
CFHR3	A0A087WYK9
CFHR3	Q6NSD3
CFHR3	Q8WW96
TLDC2	A0PJX2
TLDC2	A2A2J3
SLC12A3	P55017
SLC12A3	J3QSS1
SLC12A3	L8E783
INSL3	P51460
INSL3	M0QXQ3
ALK	Q9UM73
ALK	A0A087WZL3
ALK	A0A0K2YUJ3
ALK	B2MXD7
ALK	B2MXD8
ALK	B2MXD9
ALK	B2MXE0
ALK	B2MXE1
ALK	B2MXE2
ALK	B2MXE3
ALK	B2MXE4
ALK	B2MXE5
ALK	B2MXE6
ALK	B2MXE7
ALK	B6D4Y1
ALK	B6D4Y2
ALK	B6D4Y3
ALK	B6D4Y5
ALK	B6D4Y6
ALK	B6D4Y7
ALK	B6D4Y8
ALK	D1MAM0
ALK	D1MAM1
ALK	D1MAM2
ALK	D1MAM3
ALK	D1MAM4
ALK	D1MAM5
ALK	E7EPW7
ALK	F0UY65
ALK	F0UY66
ALK	H7BZ33
ALK	Q580I3
ZNF556	Q9HAH1
ZNF556	A0A0C4DGQ3
ZNF556	K7EKA5
FAM71E1	Q6IPT2
FAM71E1	A0A075B789
FAM71E1	A0A075B7A4
FAM71E1	B3KWT0
HACD1	B0YJ81
HACD1	A6NP58
HACD1	J3KS69
HACD1	J3KT94
ADRA1B	P35368
ADRA1B	A0A286YF88
SIM1	P81133
SIM1	L0R542
DCC	P43146
DCC	E7EQM8
DCC	H0Y2Q5
DCC	J3QKL2
DCC	J3QLB0
DCC	J3QLT8
DCC	J3QQJ6
DCC	J3QRL3
DCC	J3QRM6
DCC	J3QS93
DCC	Q16218
DCC	Q49AK4
DCC	V9GZY6
DCC	V9H089
SLC25A16	V9GY06
SLC25A16	V9GYA5
SLC25A16	V9GYB8
SLC25A16	V9GZ24
SLC25A16,GDA	P16260
GDA	Q9Y2T3
GDA	A0A024R231
GDA	H0YDZ7
GDA	Q5SZC3
GDA	Q5SZC5
GDA	Q5SZC6
CT45A2	Q5DJT8
FRG2	Q64ET8
BNIPL	Q7Z465
BNIPL	A2A492
BNIPL	F8W685
CTCFL	Q8NI51
CTCFL	F5H2V8
CTCFL	V9GY73
CTCFL	V9GYX4
CTCFL	V9GZ46
SERPINB10	P48595
SERPINB10	H7BYS2
SERPINB10	H7C004
SERPINB10	Q4VAX6
MT1H	P80294
MT1H	H3BTC4
SIGLEC6	O43699
SIGLEC6	A0A024R4K4
PREX2	Q70Z35
PREX2	A0A2X0SZ31
PREX2	Q56UR8
HOXB13	Q92826
HOXB13	Q4KR72
HOXB13	V5QRV9
ANO3	Q9BYT9
ANO3	A0A5F9ZHL6
ANO3	E9PKW2
ANO3	E9PQ79
IGSF9	Q9P2J2
IGSF9	A0A087X128
FOXS1	O43638
KIR3DL3	Q8N743
KIR3DL3	A0A0B4J1R5
KIR3DL3	A0A0C4ZN08
KIR3DL3	A0A0C4ZNX4
KIR3DL3	A0A0C4ZQX3
KIR3DL3	A0A0C4ZR07
KIR3DL3	A0A0G2JLS9
KIR3DL3	A0A0G2JLZ2
KIR3DL3	A0A0G2JM09
KIR3DL3	A0A0G2JM20
KIR3DL3	A0A0G2JMQ2
KIR3DL3	A0A0G2JN57
KIR3DL3	A0A0G2JNI5
KIR3DL3	A0A0G2JNJ1
KIR3DL3	A0A0G2JNR7
KIR3DL3	A0A0G2JPB3
KIR3DL3	A0A0G2JPI1
KIR3DL3	A0A0G2JQ37
KIR3DL3	A0A142DV47
KIR3DL3	A0A142DV48
KIR3DL3	A0A142DV49
KIR3DL3	A0A142DV50
KIR3DL3	A0A142DV51
KIR3DL3	A0A191URG8
KIR3DL3	A0A191URH1
KIR3DL3	A0A191URJ8
KIR3DL3	A0A1B5BA11
KIR3DL3	A0A1B5BA16
KIR3DL3	A0A1B5BA17
KIR3DL3	A0A2I2JL01
KIR3DL3	A0A2I2JL02
KIR3DL3	A0A2I2JL03
KIR3DL3	A0A2I2JL09
KIR3DL3	A0A2I2JL22
KIR3DL3	A0A2R4FYL6
KIR3DL3	A0A2R4FYL7
KIR3DL3	A0A2R4FYL8
KIR3DL3	A0A2R4FYL9
KIR3DL3	A0A2R4FYM0
KIR3DL3	A0A2R4FYM1
KIR3DL3	A0A2R4FYM2
KIR3DL3	A0A2R4FYM3
KIR3DL3	A0A376A8T6
KIR3DL3	A0A411NQ74
KIR3DL3	A0A411NQ75
KIR3DL3	A0A411NQ77
KIR3DL3	A0A411NQ79
KIR3DL3	A0A411NQ82
KIR3DL3	A0A411NQ83
KIR3DL3	A0A411NQ84
KIR3DL3	A0A411NQ86
KIR3DL3	A0A411NQ87
KIR3DL3	A0A411NQ90
KIR3DL3	A0A411NQ91
KIR3DL3	A0A411NQ93
KIR3DL3	A0A411NQ95
KIR3DL3	A0A411NQ97
KIR3DL3	A0A411NQ98
KIR3DL3	A0A411NQA4
KIR3DL3	A0A411NQA8
KIR3DL3	A0A411NQB3
KIR3DL3	A0A411NQC9
KIR3DL3	A0A5J6VMJ3
KIR3DL3	A0A5J6VN48
KIR3DL3	A0A5J6VNL3
KIR3DL3	A0A5J6VPR2
KIR3DL3	A0A6G6CYT6
KIR3DL3	A0A6G6CYZ2
KIR3DL3	A0A7D4XVC6
KIR3DL3	A0A7D4XVU8
KIR3DL3	A0A7D4XVW4
KIR3DL3	A0A7D4Y076
KIR3DL3	C7SG32
KIR3DL3	K7QUS3
KIR3DL3	K7QUS6
KIR3DL3	K7QX40
KIR3DL3	K7RE68
KIR3DL3	L8E9P2
TEX14	Q8IWB6
TEX14	J3QKU8
TEX14	J3QLK3
HECW1	Q76N89
HECW1	H7C3Q2
LRRC36	Q1X8D7
LRRC36	H3BND7
LRRC36	H3BNV0
LRRC36	H3BQI9
LRRC36	H3BRB2
LRRC36	H3BRP7
LRRC36	H3BS33
LRRC36	H3BSQ6
LRRC36	J3QRT0
LRRC36	J3QSG3
C9orf57	Q5W0N0
C9orf57	A0A494C027
C9orf57	A0A494C0F4
C9orf57	A0A494C1R2
PRSS54	Q6PEW0
PRSS54	F5H6C6
PRSS54	H3BNY0
PRSS54	H3BQS7
CLEC3A	O75596
CLEC3A	H3BTK1
CLEC3A	J3KNC9
CLEC3A	Q3SX92
ADCY1	Q08828
ADCY1	C9J1J0
ADCY1	D3DVL8
ADCY1	L0R809
ADCY1	Q8NFM5
CTSS	P25774
CTSS	A0A7P0T7Z6
CTSS	A0A7P0T844
CTSS	A0A7P0T8A1
CTSS	A0A7P0T8H4
CTSS	A0A7P0T8U1
CTSS	A0A7P0T904
CTSS	A0A7P0TAQ0
CTSS	A0A7P0TB77
CTSS	U3KPS4
CTSS	U3KQE7
MT1G	P13640
MT1G	H3BSF1
MT1G	H3BSS0
SLCO1A2	P46721
SLCO1A2	A0A024RAT5
SLCO1A2	B4DJE6
SLCO1A2	C9IYW8
SLCO1A2	C9JCA7
SLCO1A2	C9JG34
SLCO1A2	C9JGK7
SLCO1A2	C9JHU9
SLCO1A2	C9JSB7
SLCO1A2	C9JTF6
SLCO1A2	C9JUW6
SLCO1A2	C9K059
SLCO1A2	F5GXY6
SLCO1A2	F5H060
SLCO1A2	Q8IV69
CYP17A1	P05093
CYP17A1	A0A1L7H7K7
CYP17A1	A0A1L7H7L1
CYP17A1	A0A1L7H7S6
CYP17A1	A0A1W2PQ28
CYP17A1	A0A1W2PQT5
CYP17A1	A0A1W2PRK7
CYP17A1	A0A1W2PRY0
CYP17A1	C7F7K7
CYP17A1	Q1HB44
NR5A1	Q13285
NR5A1	A0A1E1GJF0
NR5A1	B6ZGU8
NR5A1	F1D8R8
NR5A1	F1DAM0
NR5A1	L8ECB8
NR5A1	Q5T6F6
NR5A1	Q5T6F7
GUCY2C	L0R6I0
GUCY2C,STAR	P25092
STAR	P49675
STAR	A0A0S2Z4E8
STAR	E5RH12
STAR	G8FGB3
STAR	H0YB94
STAR	Q3LR71
STAR	Q3LR72
STAR	Q6IBK0
STAR	Q6QNJ9
HSD3B2	P26439
HSD3B2	A0A024R0F9
HSD3B2	Q5QP01
KLK12	Q9UKR0
KLK12	A0A024R4M4
KLK12	A0A2I7ZG50
KLK12	B9EGA9
KLK12	E9PPC6
KLK12	E9PR22
KLK12	Q49AM7
NEUROD2	Q15784
GLYATL3	Q5SZD4
GLYATL3	F5GXQ5
ASB15	Q8WXK1
ASB15	A0A0C4DG46
ASB15	C9J956
ASB15	Q7Z4V1
XAF1	Q6GPH4
XAF1	C9J7Z8
XAF1	I3L2B3
XAF1	I3L3B3
XAF1	I3L3D9
XAF1	I3L3Q2
XAF1	I3L509
XAF1	I3L534
CYP11A1	P05108
CYP11A1	A0A0S2Z3H9
CYP11A1	A0A0S2Z3M2
CYP11A1	A0A0S2Z3R3
CYP11A1	A0A0S2Z3T5
CYP11A1	C9JPU9
CYP11A1	C9JXV4
CYP11A1	E7EPP8
CYP11A1	H3BS93
CYP11A1	H3BSZ1
CYP11A1	Q2HZF3
DBH	P09172
DBH	Q5T382
MINK1	Q8N4C8
MINK1	A0A590UJE1
MINK1	I3L1U1
MINK1	I3L203
MINK1	I3L2I2
MINK1	I3L4T2
COX10	Q12887
COX10	A0A590UJJ5
COX10	H7C101
COX10	J3KRW4
COX10	J3KSJ3
MC2R	Q01718
MC2R	R4GMM0
ARHGAP36	Q6ZRI8
ARHGAP36	A0A2X0TVT1
ARHGAP36	L8ECM8
ARHGAP36	X6RIA0
CLEC2A	Q6UVW9
SPINK4	O60575
SPINK4	Q5VZE7
SPINK4	V9HWG8
GUCA2A	Q02747
DGKK	Q5KSL6
DGKK	L8EC67
AGT	P01019
AGT	A0A7P0T8D1
AGT	A0A7P0T9S6
AGT	A0A7P0TA52
AGT	A0A7P0TAP4
AGT	A0A7P0TBH1
AGT	A0A7P0Z441
AGT	A7L3A1
AGT	A7L3A2
AGT	A7L3A3
AGT	A7L3A4
AGT	A7L3A5
AGT	B0ZBE2
AGT	Q53YY1
MAS1	P04201
TEKT1	Q969V4
TEKT1	I3L122
TEKT1	I3L357
TEKT1	I3L3D4
MROH5	Q6ZUA9
MROH5	A0A087WYG4
MROH5	E5RFU7
MROH5	E5RII6
TH	P07101
TH	E7EQI0
TH	F8W8M5
TH	H0Y670
TH	H0Y677
TH	P78428
TH	Q7KZ36
TH	Q7KZ38
TH	Q7KZ39
TH	Q7KZ44
TH	Q9UQ57
MUC2	Q02817
MUC2	A0A0G2JM87
MUC2	A0A0G2JR65
MUC2	A0A3S8TMF2
MUC2	A0A6Q8PFN2
MUC2	A0A6Q8PGX3
MUC2	O00243
MUC2	Q9HBC5
MUC2	Q9HBC6
MUC2	Q9HBC7
MUC2	Q9UMI9
TPSG1	Q9NRR2
TPSG1	L8EAM4
KRBA2	Q6ZNG9
KRBA2	A0A2R8Y7G8
KRBA2	A8MX02
LRRC26	Q2I0M4
GSDMA	Q96QA5
GSDMA	J3KRG2
NXPE1	Q8N323
NXPE1	F5H0Y6
NXPE1	F5H6W7
KIAA0100	Q14667
KIAA0100	G1UI35
KIAA0100	J3QLM5
KIAA0100	K7EMT1
KIAA0100	K7EQ86
KIAA0100	K7EQR3
KIAA0100	Q08E86
NEUROD4	Q9HD90
ADIPOR2	Q86V24
GRIK1	P39086
GRIK1	D3DSE2
GRIK1	E7ENK3
GRIK1	E7EPY9
GRIK1	E7EPZ0
GRIK1	E9PD61
GRIK1	H7BYG7
GRIK1	Q9UNN1
KRAS	P01116
KRAS	A0A024RAV5
KRAS	A0A221ZRZ1
KRAS	A0A221ZRZ4
KRAS	A0A221ZRZ5
KRAS	A0A3G1LBH1
KRAS	A0A5P8I3H7
KRAS	A5HC02
KRAS	A5HC03
KRAS	A5HC04
KRAS	A5HC05
KRAS	A5HC06
KRAS	A5HC07
KRAS	A5HC08
KRAS	A5HC09
KRAS	A5HC10
KRAS	A5HC11
KRAS	A5HC12
KRAS	A5HC13
KRAS	A5HC14
KRAS	A5HC15
KRAS	A5HC16
KRAS	A5HC17
KRAS	A5HC18
KRAS	A5HC19
KRAS	A5HC20
KRAS	A5HC21
KRAS	A5HC23
KRAS	A5HC24
KRAS	A5HC25
KRAS	A5HC26
KRAS	E5FF39
KRAS	G3V4K2
KRAS	G3V5T7
KRAS	L7RSL8
KRAS	Q71SP6
HAO1	Q9UJM8
HAO1	A8K058
HAO1	L8E8S6
KL	Q9UEF7
PHOX2A	O14813
PHOX2A	H0YGU5
PHOX2A	Q96KQ2
CFAP61	Q8NHU2
CFAP61	A0A6I8PIN3
CFAP61	A0A6I8PRQ8
CFAP61	C9J610
CFAP61	C9JA66
CFAP61	C9JHE8
CFAP61	C9JMV0
CFAP61	F8W6E2
CFAP61	F8WDF5
CFAP61	H0Y3Y7
CLCA1	A8K7I4
BEST2	Q8NFU1
BEST2	H0YIH1
BRINP3	Q76B58
BRINP3	A0A0J9YVN8
BRINP3	B1AMP1
B4GALNT2	Q8NHY0
ATP1A3	P13637
ATP1A3	A0A0A0MT26
ATP1A3	M0QXF2
ATP1A3	M0R116
ATP1A3	Q58I21
MNT	Q99583
MNT	V9GY02
UGT2B11	O75310
UGT2B11	Q4W5B9
UGT2B11,UGT2B4	P06133
UGT2B4	A0A1W2PQJ2
UGT2B4	D6RGY0
CCNP	Q9H8S5
CCNP	D6RCS3
CCNP	M0QZM5
MAP2K4	P45985
MAP2K4	J3QLE2
MAP2K4	K7EP58
MAP2K4	R4GN37
MAP2K4	R4GN68
GHRHR	Q02643
GHRHR	A0A090N8Y6
GHRHR	A0A1B0H7U2
GHRHR	A0A1B0H834
GHRHR	A0A1C6ZRW0
GHRHR	Q8N6C4
GHRHR	Q9HB42
GHRHR	Q9HB43
GHRHR	Q9HB44
GHRHR	Q9HB45
C7orf33	Q8WU49
C7orf33	A0A090N8Y1
FGB	P02675
FGB	D3DP13
FGB	D6REL8
FGB	F8W6P4
DNAI2	Q9GZS0
DNAI2	A0A024R8N5
DNAI2	J3KT23
DNAI2	J3QRG2
DNAI2	Q4G115
SULT2A1	Q06520
SULT2A1	A8K015
KRTAP3-3	Q9BYR6
NXPE4	Q6UWF7
VTN	P04004
VTN	D9ZGG2
VTN	F5GX75
IGFALS	P35858
IGFALS	H3BSX8
IGFALS	Q8TAY0
CIB4	A0PJX0
SPAG6	O75602
SPAG6	A0A0A0MRT8
SPAG6	A0A0A0MSY0
SPAG6	A0A0A0MT17
SPAG6	E0ZS56
INCA1	Q0VD86
XKR7	Q5GH72
FZD9	O00144
FZD9	Q8TAN2
SGSM2	O43147
SGSM2	I3L1Y7
SGSM2	I3L361
SGSM2	I3NI18
SGSM2	J3QSA2
SGSM2	V9GYD2
SGSM2	V9GYJ0
CRACR2A	Q9BSW2
CRACR2A	H0YFI5
CRACR2A	H7BXT2
SYT5	O00445
SYT5	A0A024R4N8
SYT5	K7EJ95
SYT5	K7EJC4
SYT5	K7EJS7
SYT5	K7EQ59
SYT5	M0QYJ7
SYT5	Q05BS5
GPR179	Q6PRD1
GPR179	A0A087WW83
GPR179	A0A087X0K8
PRODH	A0A087WWM6
PRODH	A0A481ZHW6
PRODH	A0A481ZII7
PRODH	C9JIW4
PRODH	E7EQL6
PRODH	H7C363
PRODH	H7C3U9
PRODH	X5D7N2
PRODH,PRODH2	O43272
PRODH2	Q9UF12
PRODH2	A0A590UKC3
PRODH2	K7EJK5
PRODH2	S4R3D8
FBXL14	Q8N1E6
SEBOX	Q9HB31
HEPACAM2	A8MVW5
HEPACAM2	C9JN07
HEPACAM2	L8EC70
ITLN1	Q8WWA0
ITLN1	Q5IWS5
SERPINA10	Q9UK55
SERPINA10	A0A024R6I6
SERPINA10	G3V2W1
ENTHD1	Q8IYW4
KCNB1	Q14721
KCNB1	A0A1B0GTM8
KCNB1	A0A1B0GU02
KCNB1	Q2NLD5
GPR6	P46095
GPR6	E7EP76
GPR6	F1DAM6
APOF	Q13790
NXPE2	Q96DL1
NXPH4	O95158
NXPH4	G3V5C5
NXPH4	L8E7Y3
SHD	Q96IW2
SHD	M0QYZ4
SHD	M0R1V9
ARX	Q96QS3
ARX	A0A1B0GUI3
KCNA4	P22459
CACNG7	P62955
CACNG7	A0A0C4DFY2
CCL24	O00175
ATOH1	Q92858
ATOH1	Q6ISE7
GOLGA6L1	Q8N7Z2
CFAP52	Q8N1V2
CFAP52	A0A096LNH3
CFAP52	I3L237
CFAP52	I3L2G9
CFAP52	K7ERC0
CFAP52	V9GY13
PCSK1	P29120
PCSK1	A1L3V6
PCSK1	D6RJA3
CASQ2	O14958
CASQ2	L8EC86
CYP2A7	P20853
CYP2A7	B7ZKR0
CYP2A7	F8W816
CYP2A7	M0R020
CYP2A7	Q17RW7
CLRN1	P58418
CLRN1	A0A2R8Y8A4
CLRN1	C9JYI2
CLRN1	E1ACV0
CLRN1	E1ACV1
AWAT1	Q58HT5
SCARB1	Q8WTV0
SCARB1	A0A024RBS4
SCARB1	A0A0S2Z3I2
SCARB1	A0A0S2Z3N2
SCARB1	A0A7P0T913
SCARB1	A0A7P0T9B3
SCARB1	A0A7P0T9I2
SCARB1	A0A7P0Z4E3
SCARB1	A0A7P0Z4J8
SCARB1	B7ZKQ9
SCARB1	F5H4X0
SCARB1	F5H5E8
KLHL41	O60662
NXPH1	P58417
NXPH1	C9JE46
NXPH1	C9JPD0
NXPH1	Q3LID8
NXPH1	R4GMM9
MAGEA1	P43355
MAGEA1	A8IF97
MAGEA1	Q8WX99
C20orf96	Q9NUD7
C20orf96	B7ZML9
C20orf96	F5GZA9
C20orf96	Q5JYC3
ZNF430	Q9H8G1
ZNF430	A0A0G2JNR8
ZNF430	A0A0G2JRS6
ZNF430	M0QXG3
ZNF430	M0QYF1
ZNF430	M0R0L5
ZNF430	M0R392
ZNF430	Q2NKJ9
AADACL4	Q5VUY2
AADACL4	L8E711
ZCCHC3	Q9NUD5
NETO2	Q8NC67
NETO2	H3BM37
NETO2	H3BSR0
NETO2	H3BTE1
NETO2	Q32NC3
COLGALT2	Q8IYK4
COLGALT2	A0A3B3IT37
COLGALT2	Q5SXQ3
COLGALT2	Q5SXQ5
RBM39	Q14498
RBM39	A0A087X122
RBM39	A0A0U1RQH7
RBM39	A0A0U1RQW2
RBM39	A8MYG5
RBM39	F2Z2Z5
RBM39	F2Z3E6
RBM39	F8WF24
RBM39	F8WF73
RBM39	G3XAC6
RBM39	H0Y4X3
RBM39	H0Y6I9
RBM39	H7BZG3
RBM39	Q5QP22
RBM39	Q5QP23
SLC9A4	Q6AI14
MYH1	P12882
MYH1	Q6PJ55
LRCH4	A0A087X197
LRCH4	H7C5D9
LRCH4,LRRN4	O75427
LRRN4	Q8WUT4
RIMS4	Q9H426
RIMS4	Q3MI43
FAM189A2	Q15884
FAM189A2	A0A0A0MR12
FAM189A2	A0A0A0MRU1
PAX5	Q02548
PAX5	C0KTE1
PAX5	C0KTE2
PAX5	C0KTE3
PAX5	C0KTE4
PAX5	C0KTE5
PAX5	C0KTE6
PAX5	C0KTE7
PAX5	C0KTE8
PAX5	C0KTE9
PAX5	C0KTF0
PAX5	C0KTF2
PAX5	C0KTF3
PAX5	C0KTF4
PAX5	C0KTF5
PAX5	E7EQT0
PAX5	E7ERK2
PAX5	E7ERW5
PAX5	E7ES87
PAX5	H0YB47
PAX5	Q93057
PAX5	Q9BXX4
GALT	P07902
GALT	A0A0S2Z3Y7
GALT	A0A0S2Z4I0
GALT	C1P5Z6
GALT	C8CHJ3
GALT	C8CHJ4
GALT	D0EM86
GALT	D0EM87
GALT	D1MBF5
GALT	D1MBF6
GALT	E5LCI1
GALT	F2Z2X9
GALT	F6KV90
GALT	G3V223
GALT	G3V3U5
GALT	H0YJL3
GALT	P78433
GALT	Q14354
GALT	Q14362
GALT	Q14366
GALT	Q14367
GALT	Q14368
GALT	Q14379
GALT	Q14388
GALT	Q16554
GALT	Q7KZ63
GALT	Q9UMJ9
RALY	Q9UKM9
RALY	L8E7Y8
RALY	Q53GL6
RALY	Q5QPL9
RALY	Q5QPM0
RALY	Q5QPM1
RALY	Q5QPM2
GALNT13	Q8IUC8
GALNT13	A0A1L4BJ91
GALNT13	A0A1L4BJA6
GALNT13	A0A1L4BJA8
GALNT13	A0A1L4BJA9
GALNT13	A0A1L4BJB0
GALNT13	A0A1L4BJB1
GALNT13	A0A1L4BJC0
GALNT13	C9JLI4
